feature,frequencyInTop32
hsa-miR-1290,8.0
hsa-miR-452,8.0
hsa-miR-1231,8.0
hsa-miR-299-5p,7.9
hsa-miR-378*,7.9
hsa-miR-630,7.9
hsa-miR-375,7.9
hsa-miR-218,7.8
hsa-miR-145,7.6
hsa-miR-1246,7.6
hsa-miR-342-3p,7.5
hsa-miR-223,7.5
hsa-miR-302b,7.4
hsa-miR-34b,7.4
hsa-miR-483-3p,7.2
hsa-miR-616*,7.1
hsa-miR-429,6.8
hsa-miR-574-3p,6.8
hsa-miR-221,6.2
hsa-miR-425*,6.1
hsa-miR-382,6.1
hsa-miR-200c,6.0
hsa-miR-1275,6.0
hsa-miR-618,6.0
hsa-miR-338-5p,6.0
hsa-miR-1280,5.9
hsa-miR-622,5.9
hsa-miR-493,5.9
hsa-miR-601,5.8
hsa-miR-1295,5.8
hsa-miR-200a,5.6
hsa-miR-18b*,5.5
