7.739649296,7.156136513,9.983157158,6.437400818,4.272896767,5.376324177,1.990239382,5.33798027,6.943537235,1.539863825,1.662391663,1.734324694,2.078011036,5.032676697,11.06010914,6.96425724,4.620707512,6.881991386,8.286684036,8.189443588,2.608053207,11.4736433,7.983569145,3.975059032,1.981199145,2.52139163,1.524053335,5.495457172,1.399645805,6.934980392,7.583452702
5.604424,6.911282539,9.487654686,7.866672516,5.003654957,5.845890045,2.156964779,5.422176361,7.106007576,3.861023903,1.622798324,1.422574043,3.64478302,7.235687733,5.743875027,7.144042015,5.470386028,9.073336601,10.46179104,4.688350677,5.974340916,11.3370409,8.20288372,5.615551472,1.635761023,1.894304633,1.432972312,5.079894066,7.934082508,8.399106979,6.679909706
11.63026428,8.371305466,9.92790699,8.283588409,6.706037521,5.983422756,2.358292103,6.664204597,8.016352654,2.071128368,1.660217285,9.389865875,4.459461212,3.092113495,10.1984148,4.61400795,3.509325504,3.282242775,6.554749012,7.548474312,7.998045921,11.90723419,8.542352676,6.432878971,1.669133782,1.995424271,8.665167809,6.014683723,2.164597273,5.941730022,4.286572456
6.443127632,5.541175842,9.498949051,6.5855093,6.64954567,4.071895123,2.032596588,6.328072548,7.5846138,2.309979439,1.584925175,1.91589725,5.741901875,4.068417549,9.39251709,6.530066013,9.056998253,6.170749664,8.232084274,5.79259634,2.377252102,10.37230206,6.902493477,2.983863831,1.486257195,1.385284901,1.546122193,5.404259682,2.512170792,5.370396614,6.700884342
9.918804169,8.487646103,9.343482971,8.968661308,3.540730953,5.967469215,10.06634617,4.008431435,6.388009071,2.11671257,1.803936005,1.37223506,1.580371618,5.992352486,5.196156025,6.772313118,5.415476322,5.698161125,7.055373669,2.166299343,10.6309967,13.63646889,11.18395138,5.306131363,10.01994038,3.274789333,1.362277508,4.277042389,1.846846461,6.591954231,1.829749584
3.906961918,7.029697418,7.997190475,7.879481316,2.817265272,3.914221287,1.986436605,4.160033226,5.030390739,3.974176407,1.53909421,1.387256265,4.510929585,7.254687786,10.94858932,8.071110725,3.566761732,9.220983505,10.67377472,8.827728271,6.874003887,12.12579918,8.422925949,5.542025566,1.588394046,4.200537682,1.461272836,5.296476364,3.014351368,5.808037758,2.677185774
7.44999361,3.038768768,8.375766754,7.077152729,5.660498142,4.536538124,2.15994978,6.411004543,6.764655113,3.197957516,1.515581489,9.065188408,7.015741348,5.214468956,5.233939171,7.499680519,1.517840147,8.516078949,10.10478687,1.554168224,1.764270782,10.48221397,5.333865643,4.945950985,1.759790301,2.3282969,7.850598812,7.922463417,1.469964743,5.346351624,2.040482521
6.61681366,5.908520222,8.035429001,7.296666622,5.068404198,4.693881512,2.497342825,6.638925076,6.369827271,5.928357124,1.544809341,1.943951249,5.757656097,7.916419506,6.817403793,8.04496479,2.737265825,7.952599525,9.212852478,6.425969124,7.089374065,11.41362,8.392735481,5.47699213,1.34099412,3.291819096,1.452955961,6.359640121,2.428022623,9.843483925,4.683249474
7.030382156,8.103005409,9.444834709,7.188351631,5.238332748,4.954106808,2.710861206,6.176949024,5.974277496,2.477868557,1.312965631,1.590072751,6.541831017,4.911176682,6.305048943,6.980483055,2.824756861,4.66399765,6.779826164,4.427328587,7.289133549,11.47754478,8.111865997,8.321702003,1.68891573,1.617540717,1.257273436,6.159127235,1.739613175,4.233801365,3.888957977
5.780750751,6.103790283,8.167007446,7.669251919,3.906741142,2.92145896,2.263638973,4.420557499,5.309623241,5.364276886,1.272066951,4.054350376,2.53096509,7.034539223,7.002871513,6.354561329,2.185795307,8.269471169,9.952949524,4.899272442,4.067323685,11.14928246,7.403862476,2.833797693,1.569858193,3.087271452,2.258675098,5.650069714,2.643429279,5.518224716,1.446467876
11.12083054,8.019896507,10.03732491,8.309381485,6.232898712,3.780726433,2.291171551,7.235142231,7.651894569,1.679462671,1.566745996,10.44829369,6.916096687,3.422072887,12.09378433,7.498373508,1.697378635,6.097225189,7.415402412,9.265761375,11.2930212,11.37653828,6.470513344,6.153059483,1.490145206,1.603738308,9.422390938,7.039205551,7.644601345,5.842302322,8.088441849
5.693175793,4.220471859,8.951133728,7.594635963,6.066577911,4.870791435,1.604164124,6.115760803,8.095267296,6.23930645,1.544446707,1.954482913,6.462604046,4.812866688,5.494683266,5.412950516,7.708609581,5.396795273,8.3572855,2.705592155,7.030991554,11.30497456,7.423837662,1.940869331,1.296241522,2.330878973,1.666946769,5.71622324,8.156627655,6.080949783,8.890626907
4.023444176,7.349144936,7.470340729,8.707550049,1.929782867,4.534581184,1.578717232,2.285880089,2.106395721,4.622219086,1.730107069,1.329518676,6.248882771,5.893280506,10.42276859,9.589883804,8.180116653,7.220252514,9.84803009,7.659653187,9.507204056,12.58853817,9.876634598,3.878044605,1.192799091,2.154857635,1.313401699,6.858203888,1.978020072,4.986141682,10.4629612
7.49076128,5.875963211,10.94581985,7.772494316,8.028820038,5.266539574,1.768238783,8.333221436,9.604914665,2.362720728,1.552696228,1.370566487,3.000615597,4.564933777,9.715406418,7.845398426,2.024767876,6.908037186,8.523403168,9.773164749,6.392150879,10.72112942,7.172967911,4.469193459,1.703288198,3.532186508,1.364490032,7.321124554,4.679472923,6.567813396,7.313490868
8.103281975,6.804653645,11.80650139,7.591740131,4.182859421,2.62853384,1.460601091,6.687132359,7.152917385,1.480762362,1.700695515,1.175366044,4.051864147,4.702337265,7.46592617,4.927411556,1.870614052,7.061787128,8.185771942,5.122980118,12.67222786,10.35388184,6.910996914,4.422223568,1.488141775,2.002980947,1.695410013,5.495604515,2.116444111,4.881423473,1.753943443
9.739299774,8.128987312,10.23161983,9.705781937,6.003817081,5.085214615,8.632867813,6.944203377,7.643778324,1.905972838,1.28268373,1.486257315,2.848735809,6.908027172,5.068533897,5.406949043,2.048685312,6.502368927,7.518604755,2.701841593,10.33143425,12.80980492,9.300270081,3.310426235,8.490608215,4.479764462,1.457275271,4.787917137,1.486257195,4.251645088,1.632040977
6.568281174,6.224165916,7.460400105,6.304957867,3.510909557,3.711356163,2.743529558,5.41720295,5.283518791,2.722160816,1.664288878,7.819045067,3.875264168,8.547837257,9.982441902,7.603435516,2.823905468,8.970026016,9.921325684,7.350476742,10.25356293,10.4894743,6.665402412,6.056391716,1.437806368,5.911097527,7.185594082,5.79231739,6.089138985,9.109529495,4.998480797
7.10410881,7.06799221,9.009578705,6.830190182,5.938779831,6.579202652,1.580343008,6.580113411,7.291383743,3.87997961,1.225185871,1.812108517,2.584575176,6.295145512,7.832000732,7.99216938,6.29693985,8.048556328,9.735726357,6.296712399,5.702973366,11.22658539,7.985566139,6.630538464,1.457275271,2.009222746,1.433686972,6.110761642,1.875556827,6.253171921,4.180809021
5.204821587,5.839257717,7.427841187,7.10495615,3.002168655,2.21434164,2.729111195,2.916968346,4.339551926,2.73401022,1.583778739,1.79689765,5.828046799,8.142673492,6.848899841,7.311028481,3.738623381,8.589024544,10.15731621,5.258619308,9.279762268,9.931026459,6.584151268,2.34718585,2.392441273,2.266215324,1.391288042,4.765625954,1.479718208,6.732719421,7.801553249
6.484526157,8.24757576,11.1765461,8.46663475,7.73263216,6.823632717,1.766544819,8.094133377,9.027734756,2.225294828,1.765801191,1.469526052,5.693161011,4.102620125,10.11250782,5.82899189,4.394416809,4.389546394,7.606286526,8.570855141,10.77974319,11.1187191,8.863271713,9.073698044,1.383985996,2.505496979,1.517662048,3.984797716,1.541265607,3.435246944,2.862509966
8.142576218,5.845614433,9.604621887,7.978322029,6.868534088,2.943812847,2.094393253,7.098843098,8.256402016,2.740149736,1.69633162,1.521295905,6.952648163,2.756097794,9.088098526,4.721754551,5.416820049,4.71462059,8.305826187,7.724107742,1.534269333,11.53646374,8.41901207,8.029788017,1.757799625,3.144312859,1.29275465,5.345816135,1.530797124,5.194482803,2.637217283
7.01695013,6.846250057,10.08650208,7.495501995,7.136444092,4.872181892,2.755083084,8.238266945,8.81406498,2.089148521,1.47593236,2.19169426,6.017080784,5.305650711,7.257205009,6.508768559,6.173418999,6.679223061,8.752744675,7.011164665,7.858795166,11.11556911,8.01473999,8.29302597,1.624450207,2.280028105,3.14724493,6.031292439,5.776778221,6.452169895,8.790089607
7.132513046,6.498188019,9.16986084,7.839883804,5.485861778,5.570509434,1.930299044,6.50109911,7.137595654,4.05809164,1.409575701,3.046125412,8.581539154,8.290398598,8.380443573,7.645496368,5.910510063,9.219298363,10.76498604,7.12842083,7.492525101,11.70588303,8.696805,5.338078499,1.138017178,2.919803858,2.079114914,5.625504494,9.392735481,6.719408989,5.931711674
3.045629501,7.084495068,7.986976624,7.891261101,3.589504242,4.077406883,1.711337566,5.109565735,5.941730976,2.388699532,1.497864962,6.679522514,4.153557777,7.61613512,9.71473217,7.02626133,4.058697701,8.826356888,10.39103985,8.274515152,6.53441143,11.48087311,8.917728424,3.262876987,1.576627254,2.718481779,5.085372925,7.807880402,4.362649918,5.894842148,2.404589653
