feature,frequencyInTop51
hsa-miR-299-5p,8.0
hsa-miR-378*,8.0
hsa-miR-630,8.0
hsa-miR-1290,7.9
hsa-miR-429,7.9
hsa-miR-1231,7.9
hsa-miR-223,7.9
hsa-miR-452,7.8
hsa-miR-34b,7.8
hsa-miR-218,7.8
hsa-miR-145,7.7
hsa-miR-1280,7.6
hsa-miR-616*,7.6
hsa-miR-574-3p,7.6
hsa-miR-30c-1*,7.6
hsa-miR-1246,7.5
hsa-miR-483-3p,7.5
hsa-miR-302b,7.4
hsa-miR-342-3p,7.3
hsa-miR-618,7.3
hsa-miR-1295,7.2
hsa-miR-375,7.2
hsa-miR-193b,7.1
hsa-miR-425*,7.0
hsa-miR-378,6.8
hsa-miR-493,6.8
hsa-miR-18b*,6.7
hsa-miR-139-3p,6.7
hsa-miR-134,6.6
hsa-miR-150*,6.4
hsa-miR-338-5p,6.3
hsa-miR-148b,6.3
hsa-miR-1304,6.2
hsa-miR-221,6.2
hsa-miR-200c,6.2
hsa-miR-622,6.2
hsa-miR-382,6.2
hsa-miR-30e,6.1
hsa-miR-203,6.1
hsa-miR-361-3p,5.9
hsa-miR-1275,5.9
hsa-miR-130a*,5.8
hsa-miR-410,5.7
hsa-miR-185,5.7
hsa-miR-23b,5.7
hsa-miR-1825,5.7
hsa-miR-20a,5.6
hsa-miR-601,5.6
hsa-miR-331-3p,5.6
hsa-miR-186,5.5
hsa-miR-486-3p,5.5
