feature,frequencyInTop32
hsa-miR-1290,8.0
hsa-miR-299-5p,8.0
hsa-miR-452,8.0
hsa-miR-378*,8.0
hsa-miR-630,8.0
hsa-miR-145,7.9
hsa-miR-429,7.9
hsa-miR-1231,7.9
hsa-miR-302b,7.6
hsa-miR-193b,7.4
hsa-miR-34b,7.4
hsa-miR-218,7.4
hsa-miR-616*,7.4
hsa-miR-375,7.4
hsa-miR-574-3p,7.3
hsa-miR-1246,7.2
hsa-miR-1280,7.1
hsa-miR-483-3p,6.9
hsa-miR-18b*,6.6
hsa-miR-338-5p,6.2
hsa-miR-425*,6.2
hsa-miR-493,6.1
hsa-miR-223,6.1
hsa-miR-342-3p,6.0
hsa-miR-221,6.0
hsa-miR-130a*,6.0
hsa-miR-1295,5.9
hsa-miR-1275,5.8
hsa-miR-30c-1*,5.7
hsa-miR-1224-5p,5.6
hsa-miR-134,5.5
hsa-miR-20a,5.4
