feature,frequencyInTop64
hsa-miR-1290,8.0
hsa-miR-299-5p,8.0
hsa-miR-378*,8.0
hsa-miR-145,8.0
hsa-miR-452,8.0
hsa-miR-630,8.0
hsa-miR-1231,8.0
hsa-miR-342-3p,7.9
hsa-miR-429,7.8
hsa-miR-574-3p,7.8
hsa-miR-375,7.8
hsa-miR-30c-1*,7.8
hsa-miR-193b,7.7
hsa-miR-34b,7.7
hsa-miR-218,7.7
hsa-miR-361-3p,7.6
hsa-miR-223,7.6
hsa-miR-483-3p,7.5
hsa-miR-1280,7.4
hsa-miR-1246,7.4
hsa-miR-302b,7.4
hsa-miR-221,7.3
hsa-miR-186,7.2
hsa-miR-30e,7.2
hsa-miR-616*,7.1
hsa-miR-338-5p,7.1
hsa-miR-425*,7.1
hsa-miR-139-3p,6.9
hsa-miR-378,6.8
hsa-miR-200a,6.8
hsa-miR-1295,6.8
hsa-miR-20a,6.7
hsa-miR-410,6.7
hsa-miR-382,6.6
hsa-miR-493,6.5
hsa-let-7e,6.5
hsa-miR-595,6.4
hsa-miR-23b,6.4
hsa-miR-134,6.4
hsa-miR-1304,6.4
hsa-miR-622,6.3
hsa-miR-431,6.3
hsa-miR-1,6.2
hsa-miR-1224-5p,6.2
hsa-miR-1275,6.2
hsa-miR-494,6.1
hsa-miR-130a*,6.1
hsa-miR-486-3p,6.1
hsa-miR-200c,6.1
hsa-miR-1825,6.0
hsa-miR-601,6.0
hsa-miR-203,5.9
hsa-miR-18b*,5.9
hsa-miR-150*,5.9
hsa-miR-187*,5.9
hsa-miR-222,5.8
hsa-miR-196a,5.8
hsa-miR-27a,5.8
hsa-miR-296-5p,5.7
hsa-miR-618,5.7
hsa-miR-130b,5.7
hsa-miR-371-5p,5.7
hsa-miR-760,5.5
hsa-miR-185,5.4
