253.0,0.9955625,0.9948875,0.994225,0.994575,0.9944,0.9934999999999999,0.9953375,0.994425,0.9938625000000001,0.9945125
202.0,0.9958625000000001,0.994575,0.9953125,0.9951625000000001,0.9952249999999999,0.9945625,0.995225,0.9946375000000001,0.9948625,0.99465
161.0,0.9953750000000001,0.9947875,0.9948625,0.9946125,0.9939250000000001,0.994525,0.994775,0.995175,0.9929125000000001,0.9949000000000001
128.0,0.9939999999999999,0.9948625,0.994425,0.99445,0.9953875000000001,0.9937125,0.9938125,0.9935625,0.9945375,0.9948625
102.0,0.9945625,0.99455,0.9946000000000002,0.9950000000000001,0.9948625000000001,0.9954250000000001,0.9948875,0.995225,0.9954500000000002,0.9940500000000001
81.0,0.9945125,0.9951625,0.99515,0.9946875000000001,0.9946499999999999,0.9946125000000001,0.994725,0.9948125000000001,0.9944624999999999,0.994175
64.0,0.9955999999999999,0.995425,0.9955875,0.9948250000000001,0.995875,0.9957875,0.99525,0.9959125,0.9955625,0.9957625000000001
51.0,0.9944250000000001,0.995275,0.9949874999999999,0.994225,0.9950875,0.9946125,0.9947250000000001,0.9953,0.9946,0.9957374999999999
40.0,0.9951375,0.995125,0.9950375,0.9947249999999999,0.994625,0.9946625,0.99455,0.9950375,0.9950875,0.9936625
32.0,0.9944500000000001,0.9956125,0.993725,0.994425,0.9949125,0.99405,0.9949375,0.9950000000000001,0.9945750000000001,0.9946375
25.0,0.9941,0.9941375000000001,0.99555,0.9939875,0.9933874999999999,0.9951500000000001,0.9929250000000001,0.9942875,0.9946375,0.9941125000000001
20.0,0.993725,0.99255,0.994075,0.9941375,0.992275,0.9941,0.9937750000000001,0.992475,0.99285,0.9894999999999999
16.0,0.9913875000000001,0.9869249999999999,0.9902625,0.9900875000000001,0.9905375000000001,0.9879625000000001,0.9909375,0.9873999999999999,0.9882249999999999,0.986625
12.0,0.9856499999999999,0.9866,0.98805,0.9863000000000001,0.9821000000000001,0.9822375,0.984375,0.9836625,0.9872000000000001,0.9755
9.0,0.971325,0.9728375,0.9739,0.9714000000000002,0.957325,0.9663250000000001,0.9671249999999999,0.97615,0.9751875,0.9694625
7.0,0.9581124999999999,0.9588625000000001,0.9492625,0.9596125,0.9428875,0.9608749999999999,0.9552499999999998,0.94955,0.949725,0.9593749999999999
5.0,0.8793249999999999,0.8996375,0.9081625000000001,0.88045,0.9130875,0.877,0.8808374999999999,0.910325,0.9012125,0.8762875
4.0,0.8577125000000001,0.86895,0.8605875,0.8525499999999999,0.8562375000000001,0.8523499999999999,0.8481875,0.8580625,0.8852625,0.8560375000000001
3.0,0.8139875,0.8180125,0.8276875,0.8215875,0.8247375,0.8243875,0.8126375,0.820675,0.8243500000000001,0.8232875
2.0,0.7081125,0.6796000000000001,0.7060000000000001,0.7040874999999999,0.7007124999999998,0.7098625000000001,0.7010375,0.69895,0.7026375,0.701625
1.0,0.49815000000000004,0.50255,0.50495,0.4998125,0.50085,0.501925,0.5072125000000001,0.5079874999999999,0.5062,0.5057625000000001
