feature,frequencyInTop32
hsa-miR-145,8.0
hsa-miR-299-5p,7.9
hsa-miR-1231,7.9
hsa-miR-630,7.9
hsa-miR-193b,7.8
hsa-miR-1290,7.7
hsa-miR-342-3p,7.7
hsa-miR-20a,7.7
hsa-miR-221,7.7
hsa-miR-378*,7.6
hsa-miR-616*,7.6
hsa-miR-223,7.6
hsa-miR-452,7.5
hsa-miR-1246,7.3
hsa-miR-218,7.3
hsa-miR-574-3p,7.1
hsa-miR-483-3p,7.0
hsa-miR-302b,7.0
hsa-miR-200a,6.8
hsa-miR-375,6.6
hsa-miR-601,6.5
hsa-miR-18b*,6.4
hsa-miR-1280,6.2
hsa-miR-200c,6.1
hsa-miR-493,6.0
hsa-miR-34b,5.9
hsa-miR-622,5.9
hsa-miR-1275,5.7
hsa-miR-1825,5.6
hsa-miR-425*,5.6
hsa-miR-429,5.4
hsa-miR-139-3p,5.4
