feature,frequencyInTop81
hsa-miR-452,8.0
hsa-miR-429,8.0
hsa-miR-1231,8.0
hsa-miR-145,8.0
hsa-miR-1290,7.9
hsa-miR-574-3p,7.8
hsa-miR-34b,7.8
hsa-miR-299-5p,7.8
hsa-miR-375,7.8
hsa-miR-630,7.8
hsa-miR-378*,7.7
hsa-miR-218,7.7
hsa-miR-30c-1*,7.7
hsa-miR-302b,7.7
hsa-miR-342-3p,7.6
hsa-miR-483-3p,7.6
hsa-miR-223,7.6
hsa-miR-1280,7.6
hsa-miR-148b,7.6
hsa-miR-378,7.5
hsa-miR-361-3p,7.5
hsa-miR-193b,7.4
hsa-miR-1224-5p,7.4
hsa-miR-425*,7.4
hsa-miR-1295,7.3
hsa-miR-139-3p,7.3
hsa-miR-1304,7.2
hsa-miR-221,7.1
hsa-miR-1246,7.1
hsa-miR-20a,7.0
hsa-miR-638,7.0
hsa-miR-186,7.0
hsa-miR-410,6.9
hsa-miR-30e,6.9
hsa-miR-616*,6.9
hsa-miR-130b,6.9
hsa-miR-200a,6.9
hsa-miR-376c,6.8
hsa-miR-494,6.8
hsa-miR-1275,6.8
hsa-miR-382,6.8
hsa-miR-138-2*,6.7
hsa-miR-338-5p,6.7
hsa-miR-99b,6.7
hsa-miR-150*,6.6
hsa-miR-622,6.5
hsa-miR-130a*,6.5
hsa-miR-625,6.5
hsa-miR-23b,6.5
hsa-miR-185,6.4
hsa-let-7e,6.4
hsa-miR-200c,6.4
hsa-miR-138,6.4
hsa-miR-601,6.3
hsa-miR-18b*,6.3
hsa-miR-513a-3p,6.3
hsa-miR-126,6.2
hsa-miR-101,6.2
hsa-miR-493,6.1
hsa-miR-203,6.0
hsa-miR-423-5p,6.0
hsa-miR-548b-5p,6.0
hsa-miR-650,5.9
hsa-miR-1,5.9
hsa-miR-196a,5.9
hsa-miR-192,5.9
hsa-miR-328,5.8
hsa-miR-30a,5.8
hsa-miR-27a,5.8
hsa-miR-486-3p,5.8
hsa-miR-760,5.8
hsa-miR-222,5.7
hsa-miR-150,5.7
hsa-miR-1825,5.7
hsa-miR-618,5.7
hsa-miR-187*,5.7
hsa-miR-595,5.6
hsa-miR-345,5.6
hsa-miR-483-5p,5.6
hsa-miR-134,5.5
hsa-miR-654-3p,5.5
