feature,frequencyInTop202
hsa-mir-122,8.0
hsa-mir-202,8.0
hsa-mir-493,8.0
hsa-let-7a,8.0
hsa-mir-375,8.0
hsa-mir-200c,8.0
hsa-mir-1280,8.0
hsa-mir-205,8.0
hsa-mir-708,8.0
hsa-mir-99b,8.0
hsa-mir-16,8.0
hsa-mir-192,8.0
hsa-mir-203,8.0
hsa-mir-1224-5p,8.0
hsa-mir-194,8.0
hsa-mir-19a,8.0
hsa-mir-15b,8.0
hsa-mir-196a,8.0
hsa-mir-1,8.0
hsa-mir-1268,8.0
hsa-mir-345,8.0
hsa-mir-494,8.0
hsa-mir-378,8.0
hsa-mir-130b,8.0
hsa-let-7c,8.0
hsa-mir-92b,8.0
hsa-mir-423-5p,8.0
hsa-mir-150*,8.0
hsa-mir-145,8.0
hsa-let-7b,8.0
hsa-mir-638,8.0
hsa-mir-20a,8.0
hsa-mir-92a-2*,8.0
hsa-mir-432,8.0
hsa-mir-26b,8.0
hsa-mir-29c,8.0
hsa-mir-320a,8.0
hsa-mir-1231,7.9
hsa-mir-574-3p,7.9
hsa-mir-92a,7.9
hsa-mir-133b,7.9
hsa-mir-885-5p,7.9
hsa-mir-193b,7.9
hsa-mir-922,7.9
hsa-mir-125b-2*,7.9
hsa-mir-571,7.9
hsa-mir-557,7.9
hsa-mir-646,7.9
hsa-mir-874,7.9
hsa-mir-302b,7.9
hsa-mir-371-5p,7.9
hsa-mir-1260,7.9
hsa-mir-143,7.9
hsa-mir-181a,7.9
hsa-mir-10a,7.8
hsa-mir-93*,7.8
hsa-mir-200b,7.8
hsa-mir-34a,7.8
hsa-mir-30d,7.8
hsa-mir-484,7.8
hsa-mir-214,7.8
hsa-mir-23b,7.8
hsa-mir-126,7.8
hsa-mir-320d,7.8
hsa-mir-200a,7.8
hsa-mir-218,7.8
hsa-mir-125b,7.8
hsa-mir-425*,7.8
hsa-mir-183,7.8
hsa-let-7e,7.7
hsa-mir-625,7.7
hsa-mir-181d,7.7
hsa-mir-574-5p,7.7
hsa-mir-19b,7.7
hsa-mir-199a-3p,7.7
hsa-mir-196b,7.7
hsa-mir-181b,7.7
hsa-mir-99a,7.7
hsa-mir-339-3p,7.7
hsa-let-7f,7.6
hsa-mir-106b,7.6
hsa-mir-324-3p,7.6
hsa-mir-566,7.6
hsa-mir-148a,7.6
hsa-mir-141,7.6
hsa-mir-198,7.5
hsa-mir-625*,7.5
hsa-mir-30a,7.5
hsa-mir-185,7.5
hsa-mir-222,7.5
hsa-mir-23a,7.5
hsa-mir-191,7.5
hsa-mir-652,7.5
hsa-mir-618,7.5
hsa-mir-27a,7.4
hsa-mir-24,7.4
hsa-mir-421,7.4
hsa-mir-27b,7.4
hsa-mir-146a,7.4
hsa-mir-155,7.3
hsa-let-7g,7.2
hsa-mir-215,7.2
hsa-mir-595,7.2
hsa-mir-486-3p,7.2
hsa-mir-20b,7.2
hsa-mir-25,7.2
hsa-mir-10b,7.2
hsa-mir-1285,7.2
hsa-mir-210,7.2
hsa-mir-128,7.1
hsa-mir-30c,7.1
hsa-mir-133a,7.1
hsa-mir-21,7.1
hsa-mir-134,7.1
hsa-mir-497,7.1
hsa-mir-744,7.1
hsa-mir-93,7.0
hsa-mir-1275,7.0
hsa-mir-17,7.0
hsa-mir-656,6.9
hsa-mir-127-3p,6.9
hsa-mir-504,6.9
hsa-mir-146b-5p,6.9
hsa-mir-1288,6.8
hsa-mir-22,6.8
hsa-mir-107,6.7
hsa-mir-483-5p,6.7
hsa-mir-378*,6.7
hsa-mir-1254,6.7
hsa-mir-331-3p,6.6
hsa-mir-382,6.6
hsa-mir-195,6.6
hsa-mir-181a-2*,6.6
hsa-mir-138,6.6
hsa-mir-152,6.6
hsa-mir-342-3p,6.5
hsa-mir-26a,6.5
hsa-let-7d,6.5
hsa-mir-616*,6.5
hsa-mir-151-5p,6.5
hsa-mir-30c-1*,6.5
hsa-mir-150,6.5
hsa-mir-146b-3p,6.5
hsa-let-7a*,6.5
hsa-mir-454,6.4
hsa-mir-30e,6.4
hsa-mir-197,6.4
hsa-mir-372,6.4
hsa-mir-487b,6.3
hsa-mir-425,6.3
hsa-mir-936,6.3
hsa-mir-15a,6.3
hsa-mir-18a,6.3
hsa-mir-361-3p,6.3
hsa-mir-1825,6.2
hsa-mir-15b*,6.2
hsa-mir-31,6.2
hsa-mir-451,6.2
hsa-mir-320c,6.2
hsa-mir-622,6.2
hsa-mir-223,6.2
hsa-mir-148b,6.2
hsa-mir-193a-3p,6.2
hsa-mir-140-3p,6.1
hsa-mir-1290,6.1
hsa-mir-760,6.1
hsa-mir-326,6.1
hsa-mir-129-5p,6.0
hsa-mir-187*,6.0
hsa-mir-377,6.0
hsa-mir-411,6.0
hsa-mir-346,6.0
hsa-mir-138-2*,5.9
hsa-mir-502-5p,5.9
hsa-mir-182,5.8
hsa-mir-1304,5.8
hsa-mir-629,5.8
hsa-mir-32,5.7
hsa-mir-122*,5.7
hsa-mir-452,5.7
hsa-mir-101,5.7
hsa-mir-628-3p,5.7
hsa-mir-939,5.6
hsa-let-7i,5.5
hsa-mir-100,5.5
hsa-mir-513a-3p,5.5
hsa-mir-587,5.4
hsa-mir-601,5.4
hsa-mir-296-5p,5.3
hsa-mir-186,5.3
hsa-mir-130a*,5.3
hsa-mir-190b,5.3
hsa-mir-199a-5p,5.3
hsa-mir-142-3p,5.2
hsa-mir-520a-3p,5.2
hsa-mir-206,5.1
hsa-mir-299-5p,5.1
hsa-mir-518b,5.0
hsa-mir-338-3p,4.9
hsa-mir-221,4.9
hsa-mir-301a,4.9
hsa-mir-16-2*,4.8
