10.650644300000002,0.906264067,6.51516819
9.548629761,0.975857437,6.949816704
11.36752129,1.086527824,1.218129635
10.41349792,0.933629453,7.307057381
10.14920425,1.127010822,7.839283943
10.30850506,0.940448821,7.464057922
10.7251091,0.989449441,7.614822387999999
11.02031326,1.30896616,5.780573368
10.96667576,1.149082184,7.369864941
10.93666363,1.338575244,7.672674656
10.96178722,0.993621945,7.489415169
10.43821716,0.865684032,6.67992878
10.55646038,0.862884402,5.608387947000001
10.30386734,0.928258777,8.88201046
11.20703888,1.170642376,6.781075477999999
10.16912556,0.918525338,3.831874847
10.67541313,0.93893832,6.455365658
11.04527855,1.026280403,8.955169677999999
10.70007801,1.03881216,5.5255012510000014
11.00139999,1.035722852,6.879611492
11.030756,1.348752975,5.760334492
11.07983398,0.99033761,1.973398209
9.673727036,0.959781587,5.616488457000001
10.88135529,0.8315336109999999,4.866873264
10.5147686,0.954148352,6.322730541
10.84575367,0.933255792,6.7319173810000015
11.10958767,0.941715956,5.437769413
10.83694077,0.893049836,7.393047332999999
10.57027626,1.013406992,6.026931286
10.83633137,0.900381565,6.491314888
10.64729691,1.15604651,7.673102378999999
10.57666016,0.96444428,7.538453102
9.903154373,1.102942109,7.429722786
10.77161884,1.109087467,5.180122375
9.731204033,1.03358531,7.726878642999999
9.910965919,0.8608253,7.075889587000001
10.80980587,1.138090134,7.574644566
10.64153481,1.063479424,8.185991287
10.9095583,1.261203527,8.608894348
10.68136024,1.275696039,7.9373874660000014
10.561215400000002,1.317332029,6.6452412610000025
10.95197868,1.24929595,7.77474308
10.40412235,0.958648443,7.615421772
10.61765003,0.928406596,8.534189224
13.83450127,2.1855268480000003,5.4114265439999985
13.39842129,2.503987789,5.054885387
14.1374321,2.092477798,3.453192234
13.66350174,2.22145009,5.966534137999999
13.88327599,2.279993773,4.794442654
13.44744873,2.49902153,5.077620506000001
13.57556915,2.716761589,5.847278117999999
13.62165546,2.377850056,5.24529171
13.86703396,2.1851530080000003,5.054029465
13.8081665,2.209750652,5.604513645
13.33479023,2.118534803,5.533643723
13.50430679,2.274348974,3.735841513
13.47398949,2.644292355,3.4431700710000004
13.77640533,2.333037853,3.673984528
13.10758781,2.070422649,4.080159187
12.97478867,2.313738585,3.404853821
13.44097233,2.461565733,4.891915798
13.46389866,2.124972105,4.493118763
13.71011829,2.143957376,6.188350677000001
13.35577774,2.159900188,5.7747354510000015
