feature,frequencyInTop32
hsa-miR-378*,8.0
hsa-miR-223,8.0
hsa-miR-1231,8.0
hsa-miR-145,8.0
hsa-miR-630,8.0
hsa-miR-1290,7.9
hsa-miR-342-3p,7.9
hsa-miR-375,7.9
hsa-miR-452,7.8
hsa-miR-302b,7.7
hsa-miR-574-3p,7.4
hsa-miR-616*,7.4
hsa-miR-139-3p,7.3
hsa-miR-34b,7.1
hsa-miR-299-5p,7.0
hsa-miR-618,7.0
hsa-miR-1246,6.8
hsa-miR-218,6.6
hsa-miR-221,6.3
hsa-miR-429,6.3
hsa-miR-200c,6.2
hsa-miR-493,6.1
hsa-miR-1275,6.1
hsa-miR-622,6.0
hsa-miR-187*,5.9
hsa-miR-30c-1*,5.8
hsa-miR-483-3p,5.7
hsa-miR-20a,5.7
hsa-miR-382,5.7
hsa-miR-486-3p,5.7
hsa-miR-1224-5p,5.7
hsa-miR-410,5.5
