253.0,1.0,0.9988,0.9988,0.9988,0.9989,0.9988,0.9988,0.9989,0.9988,0.9988
202.0,1.0,0.9988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
161.0,1.0,1.0,0.9989,0.9989,1.0,1.0,1.0,1.0,1.0,1.0
128.0,1.0,0.9988,1.0,1.0,1.0,1.0,0.9989,1.0,1.0,1.0
102.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
81.0,1.0,1.0,0.9976000000000002,1.0,1.0,1.0,1.0,1.0,1.0,0.9989
64.0,1.0,1.0,0.9988,0.9989,1.0,1.0,1.0,1.0,0.9989,1.0
51.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40.0,1.0,1.0,0.9989,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32.0,1.0,1.0,0.9989,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25.0,1.0,1.0,0.9989,0.9988,0.9989,1.0,0.9988,1.0,1.0,1.0
20.0,1.0,0.9988,1.0,0.9976000000000002,0.9988,1.0,1.0,0.9988,0.9989,0.9976000000000002
16.0,0.9989,0.9963999999999997,0.9989,0.9963999999999997,0.9977,1.0,0.9989,0.9989,0.9988,0.9988
12.0,0.9976000000000002,0.9963999999999997,0.9988,0.9928,0.9951999999999999,0.9965,0.9977,0.9939999999999999,0.9975000000000003,0.9915000000000002
9.0,0.9884000000000002,0.9867999999999999,0.9916999999999999,0.9835000000000002,0.9940999999999998,0.9789000000000001,0.9931,0.9871999999999999,0.9871,0.9856999999999998
7.0,0.9855999999999999,0.9740000000000001,0.9775999999999999,0.9417,0.9728000000000001,0.9706,0.9726999999999999,0.9753,0.9764,0.9777000000000002
5.0,0.952,0.9272999999999999,0.955,0.9150999999999999,0.9461000000000002,0.9467,0.9272999999999999,0.9436,0.9409,0.9291
4.0,0.8568999999999998,0.8840000000000001,0.8451000000000002,0.8129999999999998,0.8772000000000001,0.8506999999999999,0.8751999999999998,0.8784,0.8745000000000002,0.8803
3.0,0.7664999999999998,0.7458,0.7598000000000001,0.7479,0.7434000000000001,0.7641,0.7451,0.7485,0.7453000000000001,0.7458
2.0,0.5347,0.6394000000000001,0.5442999999999999,0.6391,0.6402,0.5423999999999999,0.6398,0.6393,0.6386,0.638
1.0,0.46079999999999993,0.4581,0.459,0.5083000000000001,0.507,0.459,0.4556,0.45679999999999993,0.45509999999999995,0.456
