feature,frequencyInTop40
hsa-miR-378*,8.0
hsa-miR-1231,8.0
hsa-miR-145,8.0
hsa-miR-1290,7.9
hsa-miR-299-5p,7.9
hsa-miR-452,7.9
hsa-miR-630,7.9
hsa-miR-375,7.9
hsa-miR-574-3p,7.9
hsa-miR-342-3p,7.6
hsa-miR-483-3p,7.6
hsa-miR-302b,7.6
hsa-miR-429,7.5
hsa-miR-34b,7.5
hsa-miR-223,7.3
hsa-miR-1246,7.1
hsa-miR-218,7.0
hsa-miR-221,6.9
hsa-miR-1280,6.9
hsa-miR-20a,6.8
hsa-miR-616*,6.6
hsa-miR-425*,6.6
hsa-miR-193b,6.5
hsa-miR-493,6.5
hsa-miR-338-5p,6.4
hsa-miR-382,6.4
hsa-miR-1295,6.3
hsa-miR-200a,6.3
hsa-miR-222,6.2
hsa-miR-1275,6.2
hsa-miR-200c,6.1
hsa-miR-410,6.0
hsa-miR-601,6.0
hsa-miR-622,6.0
hsa-miR-130a*,5.7
hsa-miR-618,5.7
hsa-miR-1825,5.5
hsa-miR-30e,5.4
hsa-miR-486-3p,5.4
hsa-miR-23b,5.2
