feature,frequencyInTop32
hsa-miR-299-5p,8.0
hsa-miR-630,8.0
hsa-miR-1290,7.9
hsa-miR-1231,7.9
hsa-miR-429,7.8
hsa-miR-145,7.8
hsa-miR-452,7.8
hsa-miR-302b,7.8
hsa-miR-378*,7.7
hsa-miR-193b,7.7
hsa-miR-375,7.7
hsa-miR-342-3p,7.5
hsa-miR-616*,7.2
hsa-miR-1246,7.1
hsa-miR-1280,6.9
hsa-miR-34b,6.9
hsa-miR-218,6.8
hsa-miR-1295,6.7
hsa-miR-223,6.7
hsa-miR-574-3p,6.7
hsa-miR-483-3p,6.6
hsa-miR-382,6.6
hsa-miR-601,6.4
hsa-miR-200a,6.4
hsa-miR-493,6.2
hsa-miR-338-5p,6.0
hsa-miR-221,5.9
hsa-miR-425*,5.9
hsa-miR-200c,5.8
hsa-miR-1275,5.7
hsa-miR-410,5.6
hsa-miR-618,5.6
