feature,frequencyInTop64
hsa-mir-122,8.0
hsa-mir-202,8.0
hsa-mir-205,8.0
hsa-mir-708,8.0
hsa-mir-574-3p,8.0
hsa-mir-192,8.0
hsa-mir-196a,8.0
hsa-mir-16,7.9
hsa-mir-320a,7.9
hsa-mir-92a-2*,7.9
hsa-mir-130b,7.9
hsa-mir-203,7.9
hsa-mir-200c,7.8
hsa-mir-574-5p,7.7
hsa-mir-23b,7.7
hsa-mir-145,7.7
hsa-mir-194,7.7
hsa-mir-26b,7.7
hsa-mir-1280,7.6
hsa-mir-423-5p,7.6
hsa-mir-92b,7.5
hsa-mir-15b,7.4
hsa-mir-181a,7.4
hsa-mir-218,7.3
hsa-mir-375,7.2
hsa-mir-646,7.1
hsa-let-7b,7.1
hsa-mir-1,7.1
hsa-let-7a,6.9
hsa-let-7c,6.9
hsa-mir-1268,6.9
hsa-mir-922,6.9
hsa-mir-494,6.8
hsa-mir-638,6.8
hsa-mir-92a,6.7
hsa-mir-454,6.6
hsa-mir-557,6.6
hsa-mir-141,6.6
hsa-mir-198,6.5
hsa-mir-493,6.2
hsa-mir-595,6.2
hsa-mir-10a,6.1
hsa-mir-432,6.1
hsa-mir-93*,6.0
hsa-mir-20a,6.0
hsa-mir-199a-3p,6.0
hsa-mir-193b,5.9
hsa-mir-484,5.8
hsa-mir-874,5.8
hsa-mir-1231,5.7
hsa-mir-571,5.7
hsa-mir-302b,5.7
hsa-mir-150*,5.7
hsa-mir-125b,5.6
hsa-mir-19b,5.6
hsa-mir-1260,5.6
hsa-mir-125b-2*,5.6
hsa-mir-126,5.5
hsa-mir-625*,5.5
hsa-mir-106b,5.5
hsa-mir-1285,5.4
hsa-mir-29c,5.3
hsa-mir-24,5.3
hsa-let-7e,5.3
