feature,frequencyInTop32
hsa-mir-122,8.0
hsa-mir-205,8.0
hsa-mir-574-3p,8.0
hsa-mir-200c,8.0
hsa-mir-1280,7.9
hsa-mir-26b,7.8
hsa-mir-708,7.7
hsa-mir-192,7.7
hsa-let-7a,7.6
hsa-mir-203,7.4
hsa-mir-196a,7.4
hsa-mir-494,7.3
hsa-mir-23b,7.1
hsa-mir-194,7.1
hsa-mir-375,7.0
hsa-mir-202,7.0
hsa-mir-423-5p,7.0
hsa-mir-646,7.0
hsa-mir-130b,7.0
hsa-mir-218,7.0
hsa-mir-145,7.0
hsa-mir-16,6.8
hsa-mir-574-5p,6.8
hsa-mir-922,6.6
hsa-mir-92b,6.2
hsa-mir-181a,6.1
hsa-mir-106b,6.0
hsa-mir-93*,5.8
hsa-mir-1268,5.8
hsa-mir-20a,5.7
hsa-mir-454,5.4
hsa-mir-1,5.2
