feature,frequencyInTop32
hsa-miR-299-5p,8.0
hsa-miR-221,8.0
hsa-miR-1231,8.0
hsa-miR-630,8.0
hsa-miR-145,7.8
hsa-miR-1290,7.7
hsa-miR-193b,7.7
hsa-miR-223,7.7
hsa-miR-1246,7.6
hsa-miR-361-3p,7.5
hsa-miR-302b,7.5
hsa-miR-342-3p,7.4
hsa-miR-378*,7.3
hsa-miR-452,7.2
hsa-miR-218,7.2
hsa-miR-616*,7.0
hsa-miR-574-3p,7.0
hsa-miR-130a*,6.7
hsa-miR-601,6.5
hsa-miR-23b,6.4
hsa-miR-375,6.3
hsa-miR-34b,6.3
hsa-miR-200c,6.2
hsa-miR-1280,6.1
hsa-miR-425*,6.1
hsa-miR-622,6.1
hsa-miR-186,6.1
hsa-miR-483-3p,6.0
hsa-miR-200a,5.7
hsa-miR-1275,5.6
hsa-miR-139-3p,5.3
hsa-miR-493,5.3
