feature,frequencyInTop32
hsa-mir-122,8.0
hsa-mir-23b,8.0
hsa-mir-205,8.0
hsa-mir-708,8.0
hsa-mir-200c,8.0
hsa-mir-1280,7.9
hsa-mir-574-3p,7.9
hsa-mir-494,7.8
hsa-mir-203,7.8
hsa-mir-192,7.8
hsa-mir-423-5p,7.7
hsa-let-7a,7.6
hsa-mir-194,7.4
hsa-mir-202,7.1
hsa-mir-375,7.0
hsa-mir-145,7.0
hsa-mir-196a,6.9
hsa-mir-181a,6.9
hsa-mir-646,6.8
hsa-mir-130b,6.8
hsa-mir-26b,6.7
hsa-mir-16,6.5
hsa-mir-1268,6.4
hsa-mir-574-5p,6.3
hsa-mir-218,6.1
hsa-mir-92b,6.0
hsa-mir-20a,5.9
hsa-mir-93*,5.5
hsa-mir-106b,5.5
hsa-mir-302b,5.3
hsa-let-7b,5.0
hsa-mir-1,5.0
