feature,frequencyInTop40
hsa-mir-122,8.0
hsa-mir-23b,8.0
hsa-mir-205,8.0
hsa-mir-1280,8.0
hsa-mir-202,7.9
hsa-mir-708,7.9
hsa-mir-192,7.9
hsa-mir-574-3p,7.5
hsa-mir-200c,7.4
hsa-mir-145,7.4
hsa-mir-646,7.3
hsa-mir-130b,7.3
hsa-mir-194,7.3
hsa-mir-423-5p,7.3
hsa-mir-494,7.1
hsa-mir-181a,7.1
hsa-mir-375,7.0
hsa-mir-16,7.0
hsa-mir-203,7.0
hsa-mir-26b,7.0
hsa-let-7a,6.9
hsa-mir-574-5p,6.8
hsa-mir-1268,6.8
hsa-mir-196a,6.8
hsa-mir-15b,6.7
hsa-mir-218,6.7
hsa-mir-557,6.6
hsa-mir-922,6.6
hsa-mir-106b,6.1
hsa-mir-92b,6.1
hsa-mir-1,6.0
hsa-mir-93*,5.8
hsa-mir-20a,5.8
hsa-mir-320a,5.7
hsa-mir-199a-3p,5.7
hsa-mir-302b,5.6
hsa-mir-92a-2*,5.3
hsa-mir-29c,5.2
hsa-let-7b,5.0
hsa-mir-454,5.0
