feature,frequencyInTop32
hsa-miR-1290,8.0
hsa-miR-299-5p,8.0
hsa-miR-429,8.0
hsa-miR-1231,8.0
hsa-miR-145,8.0
hsa-miR-34b,8.0
hsa-miR-452,7.9
hsa-miR-630,7.9
hsa-miR-218,7.9
hsa-miR-302b,7.9
hsa-miR-378*,7.7
hsa-miR-483-3p,7.7
hsa-miR-375,7.5
hsa-miR-616*,7.5
hsa-miR-1280,7.3
hsa-miR-193b,7.2
hsa-miR-223,7.1
hsa-miR-1246,6.9
hsa-miR-338-5p,6.8
hsa-miR-574-3p,6.6
hsa-miR-221,6.5
hsa-miR-361-3p,6.5
hsa-miR-378,6.4
hsa-miR-130a*,6.2
hsa-miR-1295,6.0
hsa-miR-1275,5.7
hsa-miR-382,5.7
hsa-miR-622,5.6
hsa-miR-186,5.5
hsa-miR-493,5.5
hsa-miR-187*,5.4
hsa-miR-486-3p,5.3
