feature,frequencyInTop64
hsa-mir-122,8.0
hsa-mir-205,8.0
hsa-mir-1280,7.9
hsa-mir-192,7.9
hsa-mir-708,7.9
hsa-mir-26b,7.9
hsa-mir-574-3p,7.9
hsa-mir-200c,7.9
hsa-mir-375,7.8
hsa-mir-16,7.8
hsa-mir-92a-2*,7.8
hsa-mir-145,7.8
hsa-mir-423-5p,7.7
hsa-mir-130b,7.7
hsa-mir-196a,7.7
hsa-mir-320a,7.6
hsa-mir-203,7.6
hsa-mir-194,7.6
hsa-let-7b,7.5
hsa-mir-23b,7.5
hsa-mir-202,7.4
hsa-mir-15b,7.4
hsa-mir-574-5p,7.4
hsa-mir-218,7.4
hsa-mir-92b,7.3
hsa-mir-181a,7.3
hsa-mir-646,7.1
hsa-mir-454,7.0
hsa-mir-198,6.9
hsa-let-7a,6.8
hsa-mir-494,6.8
hsa-let-7c,6.8
hsa-mir-557,6.8
hsa-mir-638,6.8
hsa-mir-595,6.7
hsa-mir-922,6.7
hsa-mir-1268,6.6
hsa-mir-191,6.5
hsa-mir-571,6.5
hsa-mir-92a,6.4
hsa-mir-141,6.4
hsa-mir-10a,6.3
hsa-mir-1231,6.3
hsa-mir-493,6.1
hsa-mir-1260,6.1
hsa-mir-199a-3p,6.1
hsa-mir-1224-5p,6.0
hsa-mir-20a,6.0
hsa-mir-625*,6.0
hsa-mir-93*,5.9
hsa-mir-874,5.8
hsa-mir-150*,5.8
hsa-mir-1,5.8
hsa-mir-432,5.7
hsa-mir-885-5p,5.6
hsa-mir-99b,5.6
hsa-mir-126,5.6
hsa-mir-181d,5.6
hsa-mir-302b,5.6
hsa-mir-19b,5.5
hsa-mir-125b,5.4
hsa-mir-143,5.3
hsa-mir-214,5.3
hsa-mir-345,5.3
